image_path,mask_path
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000029.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000029_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000030.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000030_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000031.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000031_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000032.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000032_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000034.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000034_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000035.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000035_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000036.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000036_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000037.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000037_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000038.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000038_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000039.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000039_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000040.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000040_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000041.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000041_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000042.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000042_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000043.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000043_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000044.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000044_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000045.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000045_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000046.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000046_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000047.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000047_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000048.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000048_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000049.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000049_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000050.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000050_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000051.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000051_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000052.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000052_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000053.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000053_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000054.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000054_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000055.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000055_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000056.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000056_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000057.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000057_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000058.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000058_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000059.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000059_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000060.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000060_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000061.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000061_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000062.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000062_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000063.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000063_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000064.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000064_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000065.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000065_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000066.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000066_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000067.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000067_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000068.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000068_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000069.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000069_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000071.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000071_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000072.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000072_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000073.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000073_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000074.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000074_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000075.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000075_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000077.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000077_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000078.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000078_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000079.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000079_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000080.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000080_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000081.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000081_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000082.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000082_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000085.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000085_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000086.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000086_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000087.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000087_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000088.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000088_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000089.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000089_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000091.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000091_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000092.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000092_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000093.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000093_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000094.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000094_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000095.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000095_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000096.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000096_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000097.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000097_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000098.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000098_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000099.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000099_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000100.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000100_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000101.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000101_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000102.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000102_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000103.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000103_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000104.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000104_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000105.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000105_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000107.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000107_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000108.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000108_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000109.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000109_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000110.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000110_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000111.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000111_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000112.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000112_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000113.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000113_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000115.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000115_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000116.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000116_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000117.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000117_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000119.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000119_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000120.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000120_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000121.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000121_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000122.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000122_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000123.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000123_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000124.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000124_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000125.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000125_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000126.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000126_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000127.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000127_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000128.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000128_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000129.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000129_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000131.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000131_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000132.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000132_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000133.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000133_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000134.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000134_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000135.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000135_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000136.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000136_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000137.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000137_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000138.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000138_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000139.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000139_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000140.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000140_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000141.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000141_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000142.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000142_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000143.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000143_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000145.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000145_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000146.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000146_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000147.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000147_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000148.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000148_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000149.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000149_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000150.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000150_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000151.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000151_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000152.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000152_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000153.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000153_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000154.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000154_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000155.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000155_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000156.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000156_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000157.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000157_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000159.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000159_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000160.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000160_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000161.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000161_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000162.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000162_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000163.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000163_segmentation.png
../../dataset/isic_2018/ISIC2018_Task1-2_Training_Input/ISIC_0000164.jpg,../../dataset/isic_2018/ISIC2018_Task1_Training_GroundTruth/ISIC_0000164_segmentation.png
